artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Lady Gaga,Million Reasons,Million Reasons,4uhlD1p3hKRI9PLH8qX0fn,0.668,0.428,0,-7.889,1,0.0433,0,0.108,0.134,129.75,205280,4,love_songs
The Beatles,1 (Remastered),Yesterday - Remastered 2015,63uskN0xLezVg4281wzeQn,0.401,0.189,0,-11.189,1,0.0287,0,0.0968,0.357,94.509,125320,4,love_songs
Kodaline,In A Perfect World (Deluxe),Brand New Day,3uP0rhZSVxKPokt6UbnzU0,0.57,0.89,3,-3.808,1,0.0322,0.000151,0.124,0.57,121.015,205280,4,love_songs
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,0.637,0.843,5,-5.413,1,0.0432,0,0.0876,0.434,109.012,220733,4,love_songs
Maggie Rogers,Give A Little,Give A Little,4za2QYGfHlYml23pChrpXO,0.618,0.695,7,-5.415,1,0.189,3.96e-05,0.111,0.766,199.95,225512,3,love_songs
Jeremy Zucker,love is not dying,somebody loves you,4YKcx7YxznAdBefrYdCZ9P,0.717,0.474,7,-10.347,1,0.123,0.000253,0.137,0.673,94.945,206587,4,love_songs
Aretha Franklin,Aretha Now,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,0.592,0.355,9,-14.051,1,0.0352,0,0.0585,0.499,133.032,216773,4,love_songs
John Mayer,Love on the Weekend,Love on the Weekend,0j2WBxWZnWti5TpSxjJvPb,0.729,0.546,7,-9.305,1,0.0285,0.00287,0.0651,0.406,119.941,212627,4,love_songs
Munn,Come Home,Come Home,6gQ2I32ChoaFhmn9ZVHfU3,0.486,0.347,10,-12.099,1,0.049,0,0.347,0.291,106.704,168000,4,love_songs
Leona Lewis,Spirit,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE,0.638,0.656,5,-5.886,1,0.0357,0,0.146,0.225,104.036,262467,4,love_songs
Frank Sinatra,Nothing But The Best (Remastered),Fly Me To The Moon - Remastered,7FXj7Qg3YorUxdrzvrcY25,0.591,0.298,4,-12.269,0,0.06,2.22e-06,0.0797,0.372,119.954,147520,4,love_songs
Camo Columbo,Starfish,Starfish,1zGNGgfanMWYujmiHQFRrO,0.861,0.408,6,-6.632,0,0.217,4.36e-05,0.278,0.713,113.964,212632,4,love_songs
The Script,The Script,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf,0.605,0.629,10,-5.051,1,0.0279,0,0.097,0.308,99.894,241373,4,love_songs
Adele,21,One And Only,4I3KMa9p00MJwWbT0vi5iX,0.464,0.467,5,-5.306,1,0.0376,0,0.141,0.169,51.66,346813,4,love_songs
Sam Smith,Lay Me Down,Lay Me Down,5Nbe9vDQ1YJdreVIlhZEpP,0.463,0.198,4,-11.003,1,0.0387,0,0.106,0.369,123.63,219663,4,love_songs
Ben Howard,Every Kingdom (Deluxe Version),Only Love,3MdYFBIzPf7lSJnI8wi3Ka,0.547,0.49,8,-9.891,1,0.137,0.00174,0.118,0.365,80.305,249173,4,love_songs
Jack Vallier,Rebekah - EP,Rebekah,18RQoXcen7pcKhFreuN02y,0.531,0.461,7,-11.176,0,0.0437,1.62e-06,0.132,0.162,75.036,200747,4,love_songs
Of Monsters and Men,Beneath The Skin (Deluxe),Empire,3VHJN9R1HaJAp6SbeMT0V5,0.53,0.684,0,-6.264,0,0.0331,0.000719,0.0946,0.519,118.782,260413,4,love_songs
Isaiah,Isaiah,It's Gotta Be You,6cAKeFFYW2aClZSUyvqAEW,0.433,0.745,8,-4.632,1,0.0377,0,0.0981,0.588,95.472,193447,4,love_songs
Sara Bareilles,Little Voice,Love Song,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.786,2,-3.142,0,0.0301,0,0.188,0.573,123.052,258827,4,love_songs
Tom Odell,Real Love,Real Love,1Udy17gjGeZPNdmmcLjl7L,0.363,0.205,5,-9.301,1,0.0271,1.6e-06,0.105,0.18,82.932,141240,4,love_songs
Noah And The Whale,"Peaceful, The World Lays Me Down",5 Years Time,12je8giC2S9smUHJ81tpiL,0.804,0.552,0,-7.108,1,0.113,0,0.1,0.748,121.996,214933,4,love_songs
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),Perfect Duet (Ed Sheeran & Beyoncé),1bhUWB0zJMIKr9yVPrkEuI,0.587,0.299,8,-7.365,1,0.0263,0,0.123,0.356,94.992,259550,3,love_songs
U2,U218 Singles (Deluxe Version),With Or Without You,0tP5ogrxKrIPKHHc0seuOr,0.546,0.539,2,-7.342,1,0.0267,0.235,0.119,0.122,109.92,296227,4,love_songs
Lewis Capaldi,Hold Me While You Wait,Hold Me While You Wait,6700Z4Izi8EbB6JNthU6Ma,0.688,0.53,11,-5.507,1,0.0333,0,0.0995,0.162,106.958,205687,4,love_songs
Corinne Bailey Rae,The Love E.P.,Is This Love,5FvapYqWK6TEuh4csYwQ9O,0.683,0.333,7,-9.195,0,0.0434,0.00178,0.211,0.329,123.804,208636,3,love_songs
CAL,Dressed Up In White,Dressed Up In White,0MoupiG0cMvbfPV1nwZAry,0.735,0.422,3,-8.208,1,0.0733,0,0.208,0.399,146.062,203836,4,love_songs
Donovan Woods,Burn That Bridge,Burn That Bridge,1LbbRYE8HyhegKXtYNa0rk,0.58,0.604,8,-9.141,1,0.0258,0.000969,0.0878,0.657,82.999,207341,4,love_songs
Calum Scott,Dancing On My Own,Dancing On My Own,02WacdrRpm4zlP8H7X6bnQ,0.608,0.174,1,-8.796,1,0.0332,1.92e-05,0.0855,0.193,112.175,260004,4,sad_ult_songs
Demi Lovato,Demi,Skyscraper,2bLndbIx2hR0b3a5lDMaIQ,0.595,0.581,7,-3.359,1,0.0266,0.0,0.128,0.228,103.954,221307,4,sad_ult_songs
Labrinth,Jealous,Jealous,4L2K7JKseFCBoHMZEAszW0,0.435,0.155,1,-8.948,1,0.046,0.0,0.107,0.0935,128.532,287693,3,sad_ult_songs
5 Seconds of Summer,5 Seconds Of Summer,Amnesia,0dIOvducp7ujHTqj66cQ3X,0.594,0.497,2,-5.26,1,0.0303,0.0,0.162,0.101,101.668,237248,4,sad_ult_songs
Emeli Sandé,Hurts,Hurts,00srofA71Pj1LAUGLMBppp,0.584,0.672,1,-7.524,0,0.0276,0.00395,0.15,0.165,106.03,238353,4,sad_ult_songs
Bruno Mars,Unorthodox Jukebox,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.0,0.088,0.387,72.795,213827,4,sad_ult_songs
Rachel Platten,Fight Song - EP,Fight Song,6bRbeEgg8v8BQ0HuVuPE7v,0.639,0.707,7,-5.062,1,0.0739,0.0,0.176,0.352,87.944,204067,4,sad_ult_songs
James Bay,Chaos And The Calm,Let It Go,40EB7ABUO6MoWMUwPKptJ7,0.546,0.311,1,-10.396,1,0.0288,1.65e-05,0.107,0.246,147.464,260533,4,sad_ult_songs
Eminem,Recovery,Love The Way You Lie,6UaRii9AH6Zss9xNMEQ2M9,0.746,0.922,10,-5.014,1,0.236,0.0,0.515,0.638,86.961,263373,4,sad_ult_songs
Beyoncé,I AM...SASHA FIERCE,If I Were a Boy,26NX1wPt1TRCH536yocd6i,0.632,0.518,6,-6.126,1,0.0313,0.0,0.354,0.427,90.007,249147,4,sad_ult_songs
Kelly Clarkson,Breakaway,Since U Been Gone,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,1,0.0334,0.0303,0.114,0.404,131.0,188960,4,sad_ult_songs
X Ambassadors,VHS,Unsteady,1RGsZfUwt2a6yLzL2yoj1X,0.389,0.665,0,-6.169,1,0.0644,0.000732,0.116,0.199,117.055,193547,4,sad_ult_songs
John Legend,Love In The Future (Expanded Edition),All of Me,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,1,0.0322,0.0,0.132,0.331,119.93,269560,4,sad_ult_songs
Rihanna,Unapologetic (Deluxe),Stay,0GNI8K3VATWBABQFAzBAYe,0.621,0.31,9,-10.164,0,0.0283,6.12e-05,0.117,0.125,111.893,240707,4,sad_ult_songs
Adele,21,Someone Like You,6QPKYGnAW9QozVz2dSWqRg,0.554,0.321,9,-8.251,1,0.028,0.0,0.0996,0.288,135.047,285240,4,sad_ult_songs
Various Artists,True Power-Ballads / 3CD set,A Thousand Miles,2JFEZO2ZxzffY0wd9MYEu3,0.512,0.712,11,-7.475,1,0.0322,0.0,0.142,0.352,94.888,238240,4,sad_ult_songs
The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0.0,0.101,0.361,122.035,262533,4,sad_ult_songs
James Arthur,James Arthur (Deluxe),Impossible,5yVIlYEHZxQVLyInCdldoS,0.376,0.696,0,-4.785,0,0.0949,0.0,0.11,0.303,169.515,209440,4,sad_ult_songs
Birdy,Birdy,Skinny Love,6k8kLJFmWkHaTbSLUhJ3H0,0.379,0.29,4,-8.485,1,0.051,0.00106,0.118,0.169,166.467,201080,4,sad_ult_songs
gnash,us,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,0.492,0.275,6,-13.4,0,0.3,0.0,0.101,0.18,92.6,251034,4,sad_ult_songs
Avenue Boyz,Dear Darling,Say Something (I'm Giving up on You),6zovZqgqo4hGDhbeICgrMl,0.396,0.235,2,-7.021,1,0.0327,2.62e-05,0.0875,0.161,136.49,233314,3,sad_ult_songs
MIKA,Life In Cartoon Motion,Happy Ending,3md1QXAi82tUh1FkJP7K2Y,0.561,0.436,1,-8.375,1,0.0285,0.0,0.217,0.308,96.032,273800,4,sad_ult_songs
Miley Cyrus,The Time Of Our Lives (International Version),When I Look At You,6ZfXA2xakAvphXOSOJ3u1W,0.459,0.545,6,-4.874,1,0.0282,0.0,0.105,0.194,137.941,248587,3,sad_ult_songs
Snow Patrol,Eyes Open,Chasing Cars,11bD1JtSjlIgKgZG2134DZ,0.563,0.592,9,-4.571,1,0.0276,5.08e-05,0.132,0.136,104.016,267933,4,sad_ult_songs
Ruth B.,Lost Boy,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.0,0.0889,0.348,123.994,275280,4,sad_ult_songs
Luke Christopher,TMRW,Lot to Learn,3TRFq09DUgYj1mug6RRqJW,0.405,0.846,6,-3.57,1,0.195,0.0,0.0666,0.602,82.232,248337,4,sad_ult_songs
Lucy Spraggan,Join the Club,You're Too Young,2sIVYyPRxSRtQDMIIljoUH,0.712,0.709,11,-7.766,0,0.267,1.35e-05,0.0838,0.742,105.996,253573,4,sad_ult_songs
Paloma Faith,Spotify Sessions,Only Love Can Hurt Like This - Live from London,4bKCN5SqLFIAqfP3cRMtuL,0.356,0.455,9,-4.878,1,0.0386,0.0,0.694,0.304,176.399,231587,4,sad_ult_songs
Beyoncé,I AM...SASHA FIERCE,Halo,3ERa3mEeOnrh2Mc47qM6T1,0.508,0.72,11,-5.908,0,0.0628,0.0,0.0563,0.472,79.983,261640,4,sad_ult_songs
Justin Bieber,Purpose (Deluxe),Purpose,3jHCXrZNz8fQEEf4BpWCAj,0.481,0.285,0,-10.848,1,0.0424,0.0,0.123,0.316,130.029,210160,4,sad_ult_songs
Beyoncé,I AM...SASHA FIERCE,Broken-Hearted Girl,31acMiV67UgKn1ScFChFxo,0.336,0.424,5,-7.203,1,0.0353,0.0,0.273,0.159,82.149,277627,4,sad_ult_songs
Justin Bieber,Purpose (Deluxe),Life Is Worth Living,150xRZE9rtvEPdedbf3y3l,0.558,0.296,10,-9.18,1,0.0427,0.0,0.108,0.463,76.04,234787,4,sad_ult_songs
Christina Perri,head or heart,human,1x80xTzSL7pok3M5JC3oJz,0.439,0.489,8,-6.286,1,0.0368,0.000643,0.114,0.253,143.808,250707,4,sad_ult_songs
Ron Pope,The Bedroom Demos,A Drop In The Ocean,5JDcQAztvZTIkrWoZihgvC,0.447,0.393,5,-8.65,1,0.038,0.0,0.28,0.564,73.139,220239,3,sad_ult_songs
Beyoncé,BEYONCÉ [Platinum Edition],Pretty Hurts,7lUA4P03AhwAw40JHkdyGr,0.512,0.625,11,-6.764,1,0.0508,0.000164,0.346,0.201,129.935,257653,4,sad_ult_songs
Fergie,The Dutchess Deluxe,Big Girls Don't Cry (Personal),2ZpOQ2MJxce0xf1eKhobMR,0.697,0.645,7,-4.27,1,0.0359,0.0,0.0892,0.271,113.101,268120,4,sad_ult_songs
Beyoncé,4,Best Thing I Never Had,3lBRNqXjPp2j3JMTCXDTNO,0.545,0.649,6,-4.062,1,0.0324,1.57e-05,0.0894,0.297,99.099,253747,4,sad_ult_songs
Sia,Colour The Small One,Breathe Me,7jqzZyJJLrpkRFYGpkqSK6,0.552,0.643,0,-7.36,1,0.0327,0.74,0.105,0.212,120.012,272800,4,sad_ult_songs
Birdy,Skinny Love,Skinny Love,0xJtHBdhpdLuClaSQYddI4,0.387,0.298,4,-8.797,1,0.049,0.00397,0.117,0.18,87.571,200939,4,sad_ult_songs
Various Artists,The Fault In Our Stars: Music From The Motion Picture,Not About Angels,4TWywHo2zy1FF6vZewaPHW,0.406,0.144,0,-9.931,1,0.0355,2.42e-05,0.0857,0.226,116.485,189880,4,sad_ult_songs
Alicia Keys,As I Am (Expanded Edition),No One,6IwKcFdiRQZOWeYNhUiWIv,0.644,0.548,1,-5.416,0,0.0286,8.68e-06,0.134,0.166,90.042,253813,4,sad_ult_songs
A Great Big World,Is There Anybody Out There?,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,2.89e-06,0.0913,0.0765,141.284,229400,3,sad_ult_songs
Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,sad_ult_songs
Emeli Sandé,Our Version Of Events (Special Edition),Clown,7JogKto8cNNBqz3dZERgDh,0.453,0.233,7,-8.154,1,0.0356,0.00139,0.109,0.229,129.618,221133,4,sad_ult_songs
Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.445,7,-9.129,1,0.106,6.77e-06,0.104,0.166,118.393,228707,3,sad_ult_songs
Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,0.686,0.457,11,-8.322,1,0.0468,0.0,0.105,0.718,150.953,242187,4,sad_ult_songs
CeeLo Green,The Lady Killer (Deluxe),Fuck You,3ydfhgIZIc2j39NLIhpJpq,0.693,0.879,0,-3.988,1,0.0578,0.0,0.124,0.753,127.457,223694,4,sad_ult_songs
Adele,25,When We Were Young,0cj2joJcY6b4XSRfj2eZOl,0.377,0.595,3,-5.936,1,0.0489,0.0,0.095,0.264,144.464,290900,4,sad_ult_songs
Alex & Sierra,Little Do You Know,Little Do You Know,6soW9pvcXoYrnyVmTC9ErH,0.5,0.292,0,-8.554,1,0.0323,0.0,0.188,0.37,145.879,185200,4,sad_ult_songs
Various Artists,The Hunger Games: Songs From District 12 And Beyond,Safe & Sound - from The Hunger Games Soundtrack,4yTqjWF2EoFJM5BbSCe4YW,0.472,0.3,7,-10.807,1,0.028,1.04e-05,0.0698,0.289,144.317,240067,4,sad_ult_songs
Adele,19,Make You Feel My Love,0mqTcM8kuu2IYPotMt7AzS,0.559,0.172,10,-10.636,1,0.0291,0.000383,0.105,0.0955,77.025,212040,4,sad_ult_songs
James Blunt,Back to Bedlam,Goodbye My Lover,6gxycjJNMgmAyfzUXBN80P,0.432,0.261,4,-12.591,1,0.0512,0.00342,0.0903,0.273,89.567,258653,4,sad_ult_songs
Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0609,0.00106,0.105,0.144,92.494,224920,4,sad_ult_songs
Adele,19,Chasing Pavements,4ZBqVsaZnlRqfqwaXRFu5T,0.615,0.472,5,-6.073,0,0.0267,0.0,0.115,0.327,80.072,210507,4,sad_ult_songs
Lily Allen,Sheezus,Somewhere Only We Know,6nYEkOrpEjeNV3MBLwoZBG,0.313,0.286,10,-10.593,1,0.0324,0.0451,0.0974,0.287,80.925,208504,4,sad_ult_songs
Various Artists,The Fault In Our Stars: Music From The Motion Picture,All of the Stars,3SZLtkoHoECHHuOnNkNCuS,0.436,0.562,11,-6.106,1,0.0278,0.000278,0.198,0.24,150.066,234987,4,sad_ult_songs
B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Airplanes (feat. Hayley Williams),1QnvpPFP4Q3FHbDchqWiWy,0.66,0.867,6,-4.285,0,0.116,0.0,0.0368,0.377,93.033,180480,4,sad_ult_songs
Logic,Everybody,1-800-273-8255,5aFQU3VPCQ3YGfKBA4tLfj,0.627,0.572,5,-7.738,0,0.0373,1.52e-06,0.198,0.361,100.041,250173,4,sad_ult_songs
Kevin Garrett,Refuse,Refuse,6UAKfTnFD059r1L1u1eIKn,0.489,0.252,1,-11.579,1,0.03,0.048,0.116,0.074,60.556,208280,4,sad_ult_songs
OneRepublic,Dreaming Out Loud (International Version),Apologize,6fOPuabPdAJ0HgqJFcDGb1,0.593,0.74,8,-6.12,1,0.0339,2.22e-05,0.102,0.502,118.008,208107,4,sad_ult_songs
Justin Bieber,Believe Acoustic,Nothing Like Us - Bonus Track,30Co9eN7JHPf1i2wEyVSMJ,0.546,0.155,0,-14.378,1,0.0428,6.02e-05,0.18,0.512,72.331,199800,4,sad_ult_songs
Whitney Houston,The Bodyguard - Original Soundtrack Album,I Will Always Love You,4eHbdreAnSOrDDsFfc4Fpm,0.306,0.214,4,-12.518,1,0.0356,5.3e-06,0.0839,0.108,66.98,271093,4,sad_ult_songs
JoJo,The High Road,"Too Little, Too Late",6EEeAog1VBZ6FrYpJ2q3WF,0.428,0.781,6,-5.032,0,0.0608,1.47e-05,0.104,0.728,82.353,221720,4,sad_ult_songs
Leona Lewis,Spirit,Better in Time,2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6,-4.251,1,0.0506,2.43e-05,0.13,0.549,163.953,234173,4,sad_ult_songs
Kevin Garrett,Control,Control,5r7No91XqX57cQ5eCVJ2kg,0.452,0.246,10,-12.093,0,0.0532,0.000379,0.274,0.196,122.226,242227,4,sad_ult_songs
Rihanna,A Girl Like Me,Unfaithful,13xxBnXOuiBxVxJI458B0i,0.588,0.391,0,-8.607,0,0.0334,0.0,0.227,0.349,144.069,226973,4,sad_ult_songs
Various Artists,High School Musical 2 (Original Soundtrack),Gotta Go My Own Way,5rWIO1uP0GwAoU45RTBJ2F,0.555,0.692,9,-4.767,1,0.0277,3.25e-05,0.232,0.313,88.995,222360,4,sad_ult_songs
Rihanna,Unapologetic (Deluxe),What Now,0aUWfpD3PlSv3FTTKcT2rN,0.402,0.696,8,-4.799,0,0.0448,0.0,0.628,0.227,180.158,243093,3,sad_ult_songs
Kurt Hugo Schneider,Schneider Brother Covers,Not Over You,1HYLJOB4lYI1wqDQOxlzSz,0.493,0.405,10,-6.554,1,0.0448,0.0,0.108,0.395,138.04,224348,4,sad_ult_songs
Daphne Khoo,Wonderland,Weak,5t50t5Pt0HgGYbjwNfasRD,0.461,0.159,9,-11.43,1,0.0325,0.0,0.092,0.267,143.295,249762,4,sad_ult_songs
Adam Saleh,Tears (feat. Zack Knight),Tears (feat. Zack Knight),3sKicINc9fGJiSSI6n8azH,0.52,0.658,2,-6.709,1,0.0496,0.0,0.108,0.299,171.914,188372,4,sad_ult_songs
Rihanna,ANTI (Deluxe),Close To You,1iNr6peSDziIlsJSS8Jxge,0.494,0.17,10,-11.368,1,0.0337,0.0,0.139,0.145,80.098,223213,4,sad_ult_songs
Troye Sivan,Blue Neighbourhood (Deluxe),BLUE,2pmO8V5TEDZqsrcaxSucpj,0.39,0.536,6,-7.536,0,0.0384,0.0,0.115,0.212,129.997,211817,4,sad_ult_songs
Sean Grandillo,Why Is It so Hard to Change,Why Is It so Hard to Change,1cYxU3ZGawihbV2fqGcp6x,0.632,0.434,2,-7.843,0,0.0292,0.000544,0.134,0.18,140.003,189429,4,sad_ult_songs
Various Artists,13 Reasons Why (A Netflix Original Series Soundtrack),Only You,5ZtfujhQIVRZm2RMZPQ3iD,0.467,0.506,9,-9.271,1,0.029,3.21e-05,0.128,0.218,97.132,184853,4,sad_ult_songs
Kodaline,In A Perfect World (Deluxe),All I Want,2jTidefcsTu6VQhpIImJrt,0.209,0.412,0,-9.733,1,0.0443,0.15,0.0843,0.162,86.26,305747,3,sad_ult_songs
Nicki Minaj,The Pinkprint (Deluxe),Grand Piano,5wzuewBsK1GdViQK4uBraa,0.33,0.21,4,-10.808,1,0.0307,1.1e-05,0.0784,0.135,128.154,259107,4,sad_ult_songs
Alessia Cara,Know-It-All (Deluxe),Stars,5k2E6JsWD8swiWYD2dU6hM,0.603,0.266,2,-7.994,1,0.0279,0.0,0.137,0.421,77.992,220213,4,sad_ult_songs
Eminem,Curtain Call (Deluxe),"Lose Yourself - From ""8 Mile"" Soundtrack",7w9bgPAmPTtrkt2v16QWvQ,0.701,0.728,2,-4.554,1,0.255,0.00115,0.361,0.0591,171.388,326467,4,sad_ult_songs
Eminem,The Eminem Show,Without Me,06wOQGz4bGB7HETrIjpIep,0.915,0.656,7,-2.827,1,0.0716,0.0,0.324,0.642,112.243,290227,4,sad_ult_songs
Haley Reinhart,Can't Help Falling in Love,Can't Help Falling in Love,0Rm2G83ELwkuEgpHlJcBPn,0.406,0.0307,0,-17.636,1,0.04,0.0,0.0984,0.245,136.716,173500,4,sad_ult_songs
Michael Schulte,Wide Awake,You Said You'd Grow Old With Me,41WTP0gosjYD74B06uS2tL,0.531,0.347,0,-7.044,1,0.0345,0.0,0.0935,0.289,114.441,224743,4,sad_ult_songs
Ruth B.,The Intro,Superficial Love,5hwh37sTi84MVhCBMWzhGE,0.477,0.242,8,-9.162,1,0.0529,0.0,0.0818,0.488,43.509,207973,4,sad_ult_songs
Rihanna,Good Girl Gone Bad: Reloaded,Rehab,5bXd8zA39HyVPdfcFqR3lK,0.583,0.792,1,-5.894,1,0.0533,4.92e-05,0.315,0.397,80.055,294720,4,sad_ult_songs
Lana Del Rey,Born To Die - The Paradise Edition,Blue Jeans,4RyK6N4IQ85xxLgguQAFH5,0.558,0.837,3,-4.405,1,0.0633,0.0,0.0821,0.488,117.963,209440,4,sad_ult_songs
James Arthur,James Arthur (Deluxe),Suicide,5ASYKV7L20Xz5Cub2t4FeA,0.434,0.595,7,-5.312,1,0.0491,0.0,0.152,0.323,129.307,251013,3,sad_ult_songs
Olivia O'Brien,Complicated,Complicated,0jllH0usRFD4LJkJnGK9Lf,0.657,0.355,7,-12.044,1,0.0714,0.000427,0.123,0.0808,74.99,189000,4,sad_ult_songs
Gabrielle Aplin,English Rain,Please Don't Say You Love Me,7hbMolAsnzDv06KeI6HP0y,0.479,0.541,0,-9.862,1,0.0545,0.0,0.108,0.321,85.994,181400,4,sad_ult_songs
Gavin James,Bitter Pill,Bitter Pill,1aNshftMSM6QY0QvfXexvG,0.543,0.634,1,-6.749,0,0.0307,0.0,0.126,0.306,128.124,239988,4,sad_ult_songs
Lorde,Pure Heroine (Extended),Tennis Court,7vzczp2f2qK3YywNkZ2uo5,0.764,0.557,0,-8.591,1,0.0595,0.000193,0.24,0.412,89.996,198907,4,sad_ult_songs
Tom Odell,Long Way Down (Deluxe),Heal,4KlL5Bwlm4yHYxr0B2rHci,0.444,0.179,1,-12.938,1,0.0396,0.00056,0.107,0.119,72.255,193080,4,sad_ult_songs
The Vamps,Meet The Vamps,Shout About It,31nFfi3gUILpx5zfuPvaNz,0.652,0.518,7,-7.039,1,0.0226,0.0,0.162,0.504,96.921,221858,4,sad_ult_songs
Kodaline,Coming Up for Air (Expanded Edition),The One,0My8NPmENHrN5W7OfgZnZJ,0.43,0.587,9,-8.003,1,0.0348,8.83e-05,0.158,0.332,156.006,232520,4,sad_ult_songs
Shawn Mendes,Handwritten (Deluxe),This Is What It Takes,4xIZj7JRC3FnGPAjmkhNeW,0.491,0.324,0,-6.703,1,0.0315,0.0,0.119,0.324,81.901,230440,4,sad_ult_songs
Jamie Lawson,Wasn't Expecting That,Wasn't Expecting That,7nm68uKwGwMqznlOSBxhps,0.591,0.415,6,-6.936,1,0.0437,0.000299,0.111,0.197,90.483,201072,4,sad_ult_songs
The Vamps,Meet The Vamps,Risk It All,5sdTTy6GnSHRJfWI2ZvAGe,0.489,0.738,5,-6.491,1,0.0281,0.0,0.079,0.655,86.203,218804,4,sad_ult_songs
Nicki Minaj,Pink Friday,Save Me,4dL6PO16Ns1kmvzpj9lTFq,0.448,0.729,6,-6.103,1,0.13,0.0244,0.163,0.586,83.523,185413,4,sad_ult_songs
AURORA,Half The World Away,Half The World Away,7LZPUnAC0rBCXSLIflzE3I,0.585,0.103,8,-13.565,1,0.0399,4.51e-06,0.173,0.186,110.919,198947,4,sad_ult_songs
Years & Years,Communion (Deluxe),Eyes Shut,5XxoHuEqz6PEaaIjM5mTgP,0.589,0.689,0,-7.035,1,0.0464,0.0,0.123,0.182,97.973,198227,4,sad_ult_songs
Of Monsters and Men,Beneath The Skin,Thousand Eyes,2ulUHKORKH5Dfjg6CIFMLH,0.49,0.539,9,-10.108,0,0.0436,0.0215,0.107,0.0904,117.001,240693,4,sad_ult_songs
